Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request_date,Request_hour,Unmet_demand
3942,Airport,180,Trip Completed,13-07-2016 22:36,13-07-2016 23:42,13-07-2016 00:00,22,0
5512,Airport,180,Trip Completed,15-07-2016 05:10,15-07-2016 05:42,15-07-2016 00:00,5,0
5752,City,180,Trip Completed,15-07-2016 08:02,15-07-2016 09:09,15-07-2016 00:00,8,0
6362,City,180,Trip Completed,15-07-2016 19:05,15-07-2016 19:49,15-07-2016 00:00,19,0
1151,Airport,181,Trip Completed,11-07-2016 20:40,11-07-2016 21:38,11-07-2016 00:00,20,0
1812,Airport,181,Trip Completed,12-07-2016 09:16,12-07-2016 10:09,12-07-2016 00:00,9,0
1946,Airport,181,Trip Completed,12-07-2016 11:28,12-07-2016 12:32,12-07-2016 00:00,11,0
2646,City,181,Trip Completed,12-07-2016 22:46,12-07-2016 23:45,12-07-2016 00:00,22,0
3255,Airport,181,Trip Completed,13-07-2016 10:10,13-07-2016 11:20,13-07-2016 00:00,10,0
3431,Airport,181,Trip Completed,13-07-2016 16:03,13-07-2016 16:46,13-07-2016 00:00,16,0
3634,City,181,Trip Completed,13-07-2016 19:00,13-07-2016 19:54,13-07-2016 00:00,19,0
4592,City,181,Trip Completed,14-07-2016 10:09,14-07-2016 10:38,14-07-2016 00:00,10,0
5705,City,181,Trip Completed,15-07-2016 07:32,15-07-2016 08:16,15-07-2016 00:00,7,0
6056,Airport,181,Trip Completed,15-07-2016 13:35,15-07-2016 14:02,15-07-2016 00:00,13,0
325,City,182,Trip Completed,11-07-2016 07:34,11-07-2016 08:44,11-07-2016 00:00,7,0
1015,City,182,Trip Completed,11-07-2016 19:15,11-07-2016 20:11,11-07-2016 00:00,19,0
1308,City,182,Trip Completed,11-07-2016 22:41,11-07-2016 23:54,11-07-2016 00:00,22,0
1667,City,182,Trip Completed,12-07-2016 07:42,12-07-2016 08:03,12-07-2016 00:00,7,0
2436,Airport,182,Trip Completed,12-07-2016 20:15,12-07-2016 20:46,12-07-2016 00:00,20,0
2865,City,182,Trip Completed,13-07-2016 05:42,13-07-2016 06:25,13-07-2016 00:00,5,0
3397,City,182,Trip Completed,13-07-2016 15:00,13-07-2016 15:58,13-07-2016 00:00,15,0
4040,Airport,182,Trip Completed,14-07-2016 00:38,14-07-2016 01:50,14-07-2016 00:00,0,0
4094,City,182,Trip Completed,14-07-2016 03:09,14-07-2016 03:44,14-07-2016 00:00,3,0
4568,Airport,182,Trip Completed,14-07-2016 09:50,14-07-2016 10:22,14-07-2016 00:00,9,0
5105,City,182,Trip Completed,14-07-2016 19:59,14-07-2016 20:37,14-07-2016 00:00,19,0
573,Airport,183,Trip Completed,11-07-2016 10:57,11-07-2016 11:30,11-07-2016 00:00,10,0
789,City,183,Trip Completed,11-07-2016 16:54,11-07-2016 17:36,11-07-2016 00:00,16,0
1525,City,183,Trip Completed,12-07-2016 05:48,12-07-2016 06:46,12-07-2016 00:00,5,0
2786,Airport,183,Trip Completed,13-07-2016 04:54,13-07-2016 05:34,13-07-2016 00:00,4,0
3143,Airport,183,Trip Completed,13-07-2016 08:52,13-07-2016 09:57,13-07-2016 00:00,8,0
3917,City,183,Trip Completed,13-07-2016 22:15,13-07-2016 23:23,13-07-2016 00:00,22,0
4375,City,183,Trip Completed,14-07-2016 07:38,14-07-2016 08:42,14-07-2016 00:00,7,0
6345,City,183,Trip Completed,15-07-2016 18:44,15-07-2016 19:57,15-07-2016 00:00,18,0
169,City,184,Trip Completed,11-07-2016 05:45,11-07-2016 06:48,11-07-2016 00:00,5,0
537,City,184,Trip Completed,11-07-2016 10:05,11-07-2016 10:57,11-07-2016 00:00,10,0
682,City,184,Trip Completed,11-07-2016 13:32,11-07-2016 14:19,11-07-2016 00:00,13,0
1384,City,184,Trip Completed,12-07-2016 01:15,12-07-2016 02:18,12-07-2016 00:00,1,0
2167,Airport,184,Trip Completed,12-07-2016 17:30,12-07-2016 18:30,12-07-2016 00:00,17,0
2295,City,184,Trip Completed,12-07-2016 18:48,12-07-2016 19:12,12-07-2016 00:00,18,0
3109,City,184,Trip Completed,13-07-2016 08:22,13-07-2016 09:18,13-07-2016 00:00,8,0
3293,City,184,Trip Completed,13-07-2016 11:18,13-07-2016 11:52,13-07-2016 00:00,11,0
3444,City,184,Trip Completed,13-07-2016 16:33,13-07-2016 17:49,13-07-2016 00:00,16,0
3660,Airport,184,Trip Completed,13-07-2016 19:22,13-07-2016 19:51,13-07-2016 00:00,19,0
4693,City,184,Trip Completed,14-07-2016 13:01,14-07-2016 14:10,14-07-2016 00:00,13,0
5214,Airport,184,Trip Completed,14-07-2016 20:59,14-07-2016 21:48,14-07-2016 00:00,20,0
5570,City,184,Trip Completed,15-07-2016 05:53,15-07-2016 06:17,15-07-2016 00:00,5,0
6003,Airport,184,Trip Completed,15-07-2016 12:09,15-07-2016 12:57,15-07-2016 00:00,12,0
6663,Airport,184,Trip Completed,15-07-2016 22:22,15-07-2016 23:03,15-07-2016 00:00,22,0
616,Airport,185,Trip Completed,11-07-2016 12:05,11-07-2016 12:48,11-07-2016 00:00,12,0
1056,City,185,Trip Completed,11-07-2016 19:49,11-07-2016 20:28,11-07-2016 00:00,19,0
1903,City,185,Trip Completed,12-07-2016 10:36,12-07-2016 11:32,12-07-2016 00:00,10,0
2643,City,185,Trip Completed,12-07-2016 22:37,12-07-2016 23:34,12-07-2016 00:00,22,0
3291,City,185,Trip Completed,13-07-2016 11:10,13-07-2016 12:31,13-07-2016 00:00,11,0
3965,Airport,185,Trip Completed,13-07-2016 22:50,13-07-2016 23:20,13-07-2016 00:00,22,0
4007,City,185,Trip Completed,13-07-2016 23:46,14-07-2016 00:23,13-07-2016 00:00,23,0
4234,City,185,Trip Completed,14-07-2016 05:59,14-07-2016 07:01,14-07-2016 00:00,5,0
4388,Airport,185,Trip Completed,14-07-2016 07:50,14-07-2016 08:48,14-07-2016 00:00,7,0
4964,City,185,Trip Completed,14-07-2016 18:34,14-07-2016 19:13,14-07-2016 00:00,18,0
5544,City,185,Trip Completed,15-07-2016 05:23,15-07-2016 05:56,15-07-2016 00:00,5,0
6217,City,185,Trip Completed,15-07-2016 17:33,15-07-2016 18:00,15-07-2016 00:00,17,0
1345,Airport,186,Trip Completed,11-07-2016 23:37,12-07-2016 00:09,11-07-2016 00:00,23,0
1874,Airport,186,Trip Completed,12-07-2016 09:56,12-07-2016 10:42,12-07-2016 00:00,9,0
2413,City,186,Trip Completed,12-07-2016 20:02,12-07-2016 21:16,12-07-2016 00:00,20,0
3068,City,186,Trip Completed,13-07-2016 07:59,13-07-2016 08:49,13-07-2016 00:00,7,0
3452,City,186,Trip Completed,13-07-2016 16:52,13-07-2016 17:25,13-07-2016 00:00,16,0
4031,City,186,Trip Completed,14-07-2016 00:22,14-07-2016 00:55,14-07-2016 00:00,0,0
4438,Airport,186,Trip Completed,14-07-2016 08:27,14-07-2016 09:12,14-07-2016 00:00,8,0
5521,Airport,186,Trip Completed,15-07-2016 05:19,15-07-2016 06:27,15-07-2016 00:00,5,0
5832,City,186,Trip Completed,15-07-2016 09:00,15-07-2016 09:55,15-07-2016 00:00,9,0
5990,Airport,186,Trip Completed,15-07-2016 11:43,15-07-2016 12:40,15-07-2016 00:00,11,0
6254,City,186,Trip Completed,15-07-2016 17:57,15-07-2016 18:50,15-07-2016 00:00,17,0
320,City,187,Trip Completed,11-07-2016 07:32,11-07-2016 08:44,11-07-2016 00:00,7,0
717,City,187,Trip Completed,11-07-2016 14:52,11-07-2016 15:46,11-07-2016 00:00,14,0
2074,City,187,Trip Completed,12-07-2016 15:32,12-07-2016 16:24,12-07-2016 00:00,15,0
4576,Airport,187,Trip Completed,14-07-2016 09:57,14-07-2016 11:13,14-07-2016 00:00,9,0
5503,City,187,Trip Completed,15-07-2016 05:11,15-07-2016 06:01,15-07-2016 00:00,5,0
173,City,188,Trip Completed,11-07-2016 05:45,11-07-2016 06:30,11-07-2016 00:00,5,0
698,City,188,Trip Completed,11-07-2016 14:00,11-07-2016 14:49,11-07-2016 00:00,14,0
2039,Airport,188,Trip Completed,12-07-2016 14:29,12-07-2016 15:18,12-07-2016 00:00,14,0
2467,Airport,188,Trip Completed,12-07-2016 20:34,12-07-2016 21:41,12-07-2016 00:00,20,0
2676,Airport,188,Trip Completed,12-07-2016 23:53,13-07-2016 00:26,12-07-2016 00:00,23,0
3038,City,188,Trip Completed,13-07-2016 07:37,13-07-2016 08:33,13-07-2016 00:00,7,0
4003,Airport,188,Trip Completed,13-07-2016 23:40,14-07-2016 00:38,13-07-2016 00:00,23,0
4126,City,188,Trip Completed,14-07-2016 04:40,14-07-2016 05:53,14-07-2016 00:00,4,0
4611,City,188,Trip Completed,14-07-2016 10:34,14-07-2016 11:19,14-07-2016 00:00,10,0
4975,City,188,Trip Completed,14-07-2016 18:42,14-07-2016 19:18,14-07-2016 00:00,18,0
5664,City,188,Trip Completed,15-07-2016 07:03,15-07-2016 07:46,15-07-2016 00:00,7,0
6006,Airport,188,Trip Completed,15-07-2016 12:17,15-07-2016 13:25,15-07-2016 00:00,12,0
6329,City,188,Trip Completed,15-07-2016 18:43,15-07-2016 19:36,15-07-2016 00:00,18,0
2779,Airport,189,Trip Completed,13-07-2016 04:46,13-07-2016 05:41,13-07-2016 00:00,4,0
4216,Airport,189,Trip Completed,14-07-2016 05:38,14-07-2016 06:36,14-07-2016 00:00,5,0
4711,Airport,189,Trip Completed,14-07-2016 13:18,14-07-2016 13:56,14-07-2016 00:00,13,0
4825,City,189,Trip Completed,14-07-2016 17:22,14-07-2016 18:17,14-07-2016 00:00,17,0
6175,City,189,Trip Completed,15-07-2016 16:55,15-07-2016 17:49,15-07-2016 00:00,16,0
2445,City,190,Trip Completed,12-07-2016 20:18,12-07-2016 21:04,12-07-2016 00:00,20,0
2714,Airport,190,Trip Completed,13-07-2016 01:52,13-07-2016 02:51,13-07-2016 00:00,1,0
3089,Airport,190,Trip Completed,13-07-2016 08:11,13-07-2016 08:53,13-07-2016 00:00,8,0
3462,Airport,190,Trip Completed,13-07-2016 17:10,13-07-2016 17:52,13-07-2016 00:00,17,0
4462,Airport,190,Trip Completed,14-07-2016 08:40,14-07-2016 09:22,14-07-2016 00:00,8,0
4698,City,190,Trip Completed,14-07-2016 13:07,14-07-2016 14:13,14-07-2016 00:00,13,0
5098,Airport,190,Trip Completed,14-07-2016 19:50,14-07-2016 20:27,14-07-2016 00:00,19,0
6711,City,190,Trip Completed,15-07-2016 23:07,16-07-2016 00:11,15-07-2016 00:00,23,0
146,Airport,191,Trip Completed,11-07-2016 05:29,11-07-2016 06:08,11-07-2016 00:00,5,0
652,Airport,191,Trip Completed,11-07-2016 12:43,11-07-2016 13:29,11-07-2016 00:00,12,0
1947,Airport,191,Trip Completed,12-07-2016 11:33,12-07-2016 12:09,12-07-2016 00:00,11,0
2236,Airport,191,Trip Completed,12-07-2016 18:16,12-07-2016 19:07,12-07-2016 00:00,18,0
3393,City,191,Trip Completed,13-07-2016 14:42,13-07-2016 15:58,13-07-2016 00:00,14,0
4577,Airport,191,Trip Completed,14-07-2016 09:54,14-07-2016 10:58,14-07-2016 00:00,9,0
4932,City,191,Trip Completed,14-07-2016 18:17,14-07-2016 18:53,14-07-2016 00:00,18,0
5419,City,191,Trip Completed,15-07-2016 02:01,15-07-2016 02:34,15-07-2016 00:00,2,0
5766,City,191,Trip Completed,15-07-2016 08:19,15-07-2016 09:18,15-07-2016 00:00,8,0
6261,Airport,191,Trip Completed,15-07-2016 18:07,15-07-2016 19:07,15-07-2016 00:00,18,0
800,Airport,192,Trip Completed,11-07-2016 17:13,11-07-2016 17:56,11-07-2016 00:00,17,0
1484,Airport,192,Trip Completed,12-07-2016 05:19,12-07-2016 05:55,12-07-2016 00:00,5,0
1989,Airport,192,Trip Completed,12-07-2016 12:30,12-07-2016 13:01,12-07-2016 00:00,12,0
3850,Airport,192,Trip Completed,13-07-2016 21:27,13-07-2016 22:05,13-07-2016 00:00,21,0
4441,City,192,Trip Completed,14-07-2016 08:32,14-07-2016 09:19,14-07-2016 00:00,8,0
4783,Airport,192,Trip Completed,14-07-2016 16:34,14-07-2016 17:21,14-07-2016 00:00,16,0
392,Airport,193,Trip Completed,11-07-2016 08:23,11-07-2016 09:10,11-07-2016 00:00,8,0
653,City,193,Trip Completed,11-07-2016 12:47,11-07-2016 13:53,11-07-2016 00:00,12,0
1283,City,193,Trip Completed,11-07-2016 22:09,11-07-2016 23:18,11-07-2016 00:00,22,0
1860,City,193,Trip Completed,12-07-2016 09:55,12-07-2016 10:32,12-07-2016 00:00,9,0
1910,Airport,193,Trip Completed,12-07-2016 10:41,12-07-2016 11:27,12-07-2016 00:00,10,0
2259,Airport,193,Trip Completed,12-07-2016 18:30,12-07-2016 19:36,12-07-2016 00:00,18,0
2752,Airport,193,Trip Completed,13-07-2016 03:37,13-07-2016 04:19,13-07-2016 00:00,3,0
3385,City,193,Trip Completed,13-07-2016 14:33,13-07-2016 15:21,13-07-2016 00:00,14,0
4915,Airport,193,Trip Completed,14-07-2016 18:12,14-07-2016 19:07,14-07-2016 00:00,18,0
5957,Airport,193,Trip Completed,15-07-2016 10:46,15-07-2016 11:26,15-07-2016 00:00,10,0
5992,City,193,Trip Completed,15-07-2016 11:54,15-07-2016 12:39,15-07-2016 00:00,11,0
6160,Airport,193,Trip Completed,15-07-2016 16:30,15-07-2016 17:39,15-07-2016 00:00,16,0
21,Airport,194,Trip Completed,11-07-2016 01:29,11-07-2016 02:05,11-07-2016 00:00,1,0
106,City,194,Trip Completed,11-07-2016 05:06,11-07-2016 05:38,11-07-2016 00:00,5,0
512,Airport,194,Trip Completed,11-07-2016 09:47,11-07-2016 10:55,11-07-2016 00:00,9,0
760,City,194,Trip Completed,11-07-2016 16:16,11-07-2016 16:54,11-07-2016 00:00,16,0
1098,City,194,Trip Completed,11-07-2016 20:15,11-07-2016 21:03,11-07-2016 00:00,20,0
1314,Airport,194,Trip Completed,11-07-2016 22:44,11-07-2016 23:51,11-07-2016 00:00,22,0
2746,Airport,194,Trip Completed,13-07-2016 03:14,13-07-2016 04:00,13-07-2016 00:00,3,0
3140,Airport,194,Trip Completed,13-07-2016 08:48,13-07-2016 09:41,13-07-2016 00:00,8,0
3314,City,194,Trip Completed,13-07-2016 12:06,13-07-2016 12:50,13-07-2016 00:00,12,0
4157,Airport,194,Trip Completed,14-07-2016 05:04,14-07-2016 05:32,14-07-2016 00:00,5,0
5340,Airport,194,Trip Completed,14-07-2016 22:32,14-07-2016 23:44,14-07-2016 00:00,22,0
6257,Airport,194,Trip Completed,15-07-2016 18:03,15-07-2016 19:04,15-07-2016 00:00,18,0
564,Airport,195,Trip Completed,11-07-2016 10:20,11-07-2016 11:23,11-07-2016 00:00,10,0
1271,Airport,195,Trip Completed,11-07-2016 22:00,11-07-2016 22:38,11-07-2016 00:00,22,0
1647,Airport,195,Trip Completed,12-07-2016 07:13,12-07-2016 07:51,12-07-2016 00:00,7,0
2767,Airport,195,Trip Completed,13-07-2016 04:07,13-07-2016 04:59,13-07-2016 00:00,4,0
3646,Airport,195,Trip Completed,13-07-2016 19:11,13-07-2016 19:48,13-07-2016 00:00,19,0
4865,Airport,195,Trip Completed,14-07-2016 17:37,14-07-2016 18:57,14-07-2016 00:00,17,0
6055,Airport,195,Trip Completed,15-07-2016 13:35,15-07-2016 14:32,15-07-2016 00:00,13,0
6679,Airport,195,Trip Completed,15-07-2016 22:26,15-07-2016 23:08,15-07-2016 00:00,22,0
283,Airport,196,Trip Completed,11-07-2016 07:01,11-07-2016 07:32,11-07-2016 00:00,7,0
489,City,196,Trip Completed,11-07-2016 09:29,11-07-2016 10:21,11-07-2016 00:00,9,0
1559,Airport,196,Trip Completed,12-07-2016 06:09,12-07-2016 06:53,12-07-2016 00:00,6,0
2545,Airport,196,Trip Completed,12-07-2016 21:20,12-07-2016 21:53,12-07-2016 00:00,21,0
3333,City,196,Trip Completed,13-07-2016 12:35,13-07-2016 13:41,13-07-2016 00:00,12,0
4037,Airport,196,Trip Completed,14-07-2016 00:32,14-07-2016 01:17,14-07-2016 00:00,0,0
4578,Airport,196,Trip Completed,14-07-2016 09:59,14-07-2016 11:03,14-07-2016 00:00,9,0
4664,City,196,Trip Completed,14-07-2016 12:23,14-07-2016 12:58,14-07-2016 00:00,12,0
4756,City,196,Trip Completed,14-07-2016 15:20,14-07-2016 16:23,14-07-2016 00:00,15,0
5843,Airport,196,Trip Completed,15-07-2016 09:10,15-07-2016 09:36,15-07-2016 00:00,9,0
6045,City,196,Trip Completed,15-07-2016 13:19,15-07-2016 14:00,15-07-2016 00:00,13,0
6735,Airport,196,Trip Completed,15-07-2016 23:35,16-07-2016 00:11,15-07-2016 00:00,23,0
335,City,197,Trip Completed,11-07-2016 07:39,11-07-2016 08:23,11-07-2016 00:00,7,0
558,City,197,Trip Completed,11-07-2016 10:15,11-07-2016 11:12,11-07-2016 00:00,10,0
844,City,197,Trip Completed,11-07-2016 17:38,11-07-2016 18:48,11-07-2016 00:00,17,0
1186,City,197,Trip Completed,11-07-2016 21:05,11-07-2016 22:16,11-07-2016 00:00,21,0
1705,City,197,Trip Completed,12-07-2016 08:08,12-07-2016 09:00,12-07-2016 00:00,8,0
2469,Airport,197,Trip Completed,12-07-2016 20:43,12-07-2016 21:35,12-07-2016 00:00,20,0
2975,Airport,197,Trip Completed,13-07-2016 06:53,13-07-2016 08:04,13-07-2016 00:00,6,0
3641,City,197,Trip Completed,13-07-2016 19:04,13-07-2016 20:04,13-07-2016 00:00,19,0
4476,Airport,197,Trip Completed,14-07-2016 08:50,14-07-2016 09:38,14-07-2016 00:00,8,0
4969,City,197,Trip Completed,14-07-2016 18:41,14-07-2016 19:09,14-07-2016 00:00,18,0
5737,City,197,Trip Completed,15-07-2016 07:49,15-07-2016 08:58,15-07-2016 00:00,7,0
6102,City,197,Trip Completed,15-07-2016 14:57,15-07-2016 15:30,15-07-2016 00:00,14,0
6721,City,197,Trip Completed,15-07-2016 23:23,16-07-2016 00:18,15-07-2016 00:00,23,0
11,City,198,Trip Completed,11-07-2016 01:00,11-07-2016 01:53,11-07-2016 00:00,1,0
519,City,198,Trip Completed,11-07-2016 09:43,11-07-2016 10:54,11-07-2016 00:00,9,0
1994,Airport,198,Trip Completed,12-07-2016 12:49,12-07-2016 13:48,12-07-2016 00:00,12,0
2483,Airport,198,Trip Completed,12-07-2016 20:46,12-07-2016 21:53,12-07-2016 00:00,20,0
2635,City,198,Trip Completed,12-07-2016 22:26,12-07-2016 23:33,12-07-2016 00:00,22,0
3545,City,198,Trip Completed,13-07-2016 18:00,13-07-2016 18:38,13-07-2016 00:00,18,0
4730,City,198,Trip Completed,14-07-2016 14:12,14-07-2016 15:25,14-07-2016 00:00,14,0
4976,Airport,198,Trip Completed,14-07-2016 18:46,14-07-2016 19:33,14-07-2016 00:00,18,0
5789,Airport,198,Trip Completed,15-07-2016 08:32,15-07-2016 09:15,15-07-2016 00:00,8,0
6030,Airport,198,Trip Completed,15-07-2016 12:54,15-07-2016 14:03,15-07-2016 00:00,12,0
6616,Airport,198,Trip Completed,15-07-2016 21:51,15-07-2016 22:20,15-07-2016 00:00,21,0
165,Airport,199,Trip Completed,11-07-2016 05:39,11-07-2016 06:11,11-07-2016 00:00,5,0
1706,City,199,Trip Completed,12-07-2016 08:11,12-07-2016 09:12,12-07-2016 00:00,8,0
1821,Airport,199,Trip Completed,12-07-2016 09:31,12-07-2016 10:36,12-07-2016 00:00,9,0
2629,City,199,Trip Completed,12-07-2016 22:13,12-07-2016 22:51,12-07-2016 00:00,22,0
5227,Airport,199,Trip Completed,14-07-2016 21:02,14-07-2016 22:19,14-07-2016 00:00,21,0
5374,City,199,Trip Completed,14-07-2016 23:40,15-07-2016 00:46,14-07-2016 00:00,23,0
5823,City,199,Trip Completed,15-07-2016 08:56,15-07-2016 10:07,15-07-2016 00:00,8,0
6007,City,199,Trip Completed,15-07-2016 12:15,15-07-2016 13:03,15-07-2016 00:00,12,0
6736,Airport,199,Trip Completed,15-07-2016 23:36,16-07-2016 00:20,15-07-2016 00:00,23,0
590,City,200,Trip Completed,11-07-2016 11:20,11-07-2016 12:10,11-07-2016 00:00,11,0
779,Airport,200,Trip Completed,11-07-2016 16:40,11-07-2016 17:14,11-07-2016 00:00,16,0
1085,City,200,Trip Completed,11-07-2016 20:03,11-07-2016 20:58,11-07-2016 00:00,20,0
1435,City,200,Trip Completed,12-07-2016 04:46,12-07-2016 05:55,12-07-2016 00:00,4,0
2007,City,200,Trip Completed,12-07-2016 13:24,12-07-2016 14:24,12-07-2016 00:00,13,0
2381,City,200,Trip Completed,12-07-2016 19:41,12-07-2016 20:53,12-07-2016 00:00,19,0
2912,Airport,200,Trip Completed,13-07-2016 06:13,13-07-2016 06:47,13-07-2016 00:00,6,0
3453,Airport,200,Trip Completed,13-07-2016 16:56,13-07-2016 18:07,13-07-2016 00:00,16,0
4180,Airport,200,Trip Completed,14-07-2016 05:18,14-07-2016 05:52,14-07-2016 00:00,5,0
5122,City,200,Trip Completed,14-07-2016 20:04,14-07-2016 20:53,14-07-2016 00:00,20,0
5531,Airport,200,Trip Completed,15-07-2016 05:23,15-07-2016 06:26,15-07-2016 00:00,5,0
6582,City,200,Trip Completed,15-07-2016 21:22,15-07-2016 22:06,15-07-2016 00:00,21,0
406,Airport,201,Trip Completed,11-07-2016 08:36,11-07-2016 09:34,11-07-2016 00:00,8,0
740,Airport,201,Trip Completed,11-07-2016 15:35,11-07-2016 16:15,11-07-2016 00:00,15,0
1312,City,201,Trip Completed,11-07-2016 22:48,11-07-2016 23:37,11-07-2016 00:00,22,0
1540,Airport,201,Trip Completed,12-07-2016 06:04,12-07-2016 06:55,12-07-2016 00:00,6,0
1962,City,201,Trip Completed,12-07-2016 11:59,12-07-2016 13:01,12-07-2016 00:00,11,0
2173,Airport,201,Trip Completed,12-07-2016 17:34,12-07-2016 18:33,12-07-2016 00:00,17,0
3375,City,201,Trip Completed,13-07-2016 14:12,13-07-2016 14:55,13-07-2016 00:00,14,0
3540,City,201,Trip Completed,13-07-2016 17:58,13-07-2016 18:29,13-07-2016 00:00,17,0
4671,City,201,Trip Completed,14-07-2016 12:29,14-07-2016 13:28,14-07-2016 00:00,12,0
5336,Airport,201,Trip Completed,14-07-2016 22:25,14-07-2016 23:41,14-07-2016 00:00,22,0
5734,City,201,Trip Completed,15-07-2016 07:44,15-07-2016 08:53,15-07-2016 00:00,7,0
197,City,202,Trip Completed,11-07-2016 06:00,11-07-2016 06:49,11-07-2016 00:00,6,0
819,Airport,202,Trip Completed,11-07-2016 17:29,11-07-2016 18:12,11-07-2016 00:00,17,0
1527,Airport,202,Trip Completed,12-07-2016 05:52,12-07-2016 07:07,12-07-2016 00:00,5,0
3229,Airport,202,Trip Completed,13-07-2016 09:54,13-07-2016 11:06,13-07-2016 00:00,9,0
4638,City,202,Trip Completed,14-07-2016 11:38,14-07-2016 12:38,14-07-2016 00:00,11,0
5075,City,202,Trip Completed,14-07-2016 19:45,14-07-2016 20:25,14-07-2016 00:00,19,0
5455,City,202,Trip Completed,15-07-2016 03:47,15-07-2016 04:53,15-07-2016 00:00,3,0
5738,City,202,Trip Completed,15-07-2016 07:53,15-07-2016 08:20,15-07-2016 00:00,7,0
6167,Airport,202,Trip Completed,15-07-2016 16:43,15-07-2016 17:24,15-07-2016 00:00,16,0
220,Airport,203,Trip Completed,11-07-2016 06:11,11-07-2016 06:55,11-07-2016 00:00,6,0
909,Airport,203,Trip Completed,11-07-2016 18:16,11-07-2016 19:07,11-07-2016 00:00,18,0
1306,Airport,203,Trip Completed,11-07-2016 22:39,11-07-2016 23:46,11-07-2016 00:00,22,0
2998,City,203,Trip Completed,13-07-2016 07:16,13-07-2016 07:45,13-07-2016 00:00,7,0
3415,City,203,Trip Completed,13-07-2016 15:28,13-07-2016 16:37,13-07-2016 00:00,15,0
3789,City,203,Trip Completed,13-07-2016 20:49,13-07-2016 21:41,13-07-2016 00:00,20,0
4227,Airport,203,Trip Completed,14-07-2016 05:49,14-07-2016 06:53,14-07-2016 00:00,5,0
6490,City,203,Trip Completed,15-07-2016 20:29,15-07-2016 21:17,15-07-2016 00:00,20,0
6712,Airport,203,Trip Completed,15-07-2016 23:02,15-07-2016 23:43,15-07-2016 00:00,23,0
583,Airport,204,Trip Completed,11-07-2016 11:08,11-07-2016 11:58,11-07-2016 00:00,11,0
772,City,204,Trip Completed,11-07-2016 16:25,11-07-2016 17:36,11-07-2016 00:00,16,0
1142,City,204,Trip Completed,11-07-2016 20:42,11-07-2016 21:40,11-07-2016 00:00,20,0
1436,City,204,Trip Completed,12-07-2016 04:46,12-07-2016 05:22,12-07-2016 00:00,4,0
1986,City,204,Trip Completed,12-07-2016 12:32,12-07-2016 13:05,12-07-2016 00:00,12,0
2508,Airport,204,Trip Completed,12-07-2016 21:04,12-07-2016 22:00,12-07-2016 00:00,21,0
2788,City,204,Trip Completed,13-07-2016 04:49,13-07-2016 05:56,13-07-2016 00:00,4,0
2956,Airport,204,Trip Completed,13-07-2016 06:42,13-07-2016 07:35,13-07-2016 00:00,6,0
4518,City,204,Trip Completed,14-07-2016 09:18,14-07-2016 10:20,14-07-2016 00:00,9,0
4681,City,204,Trip Completed,14-07-2016 12:47,14-07-2016 13:22,14-07-2016 00:00,12,0
5041,City,204,Trip Completed,14-07-2016 19:20,14-07-2016 20:21,14-07-2016 00:00,19,0
6176,City,204,Trip Completed,15-07-2016 16:55,15-07-2016 17:44,15-07-2016 00:00,16,0
542,Airport,205,Trip Completed,11-07-2016 10:06,11-07-2016 11:02,11-07-2016 00:00,10,0
605,Airport,205,Trip Completed,11-07-2016 11:42,11-07-2016 12:31,11-07-2016 00:00,11,0
1908,Airport,205,Trip Completed,12-07-2016 10:35,12-07-2016 11:40,12-07-2016 00:00,10,0
3662,City,205,Trip Completed,13-07-2016 19:19,13-07-2016 20:20,13-07-2016 00:00,19,0
4254,City,205,Trip Completed,14-07-2016 06:06,14-07-2016 07:12,14-07-2016 00:00,6,0
5337,City,205,Trip Completed,14-07-2016 22:21,14-07-2016 23:23,14-07-2016 00:00,22,0
5430,City,205,Trip Completed,15-07-2016 02:35,15-07-2016 03:25,15-07-2016 00:00,2,0
6630,Airport,205,Trip Completed,15-07-2016 21:58,15-07-2016 22:50,15-07-2016 00:00,21,0
297,Airport,206,Trip Completed,11-07-2016 07:13,11-07-2016 07:43,11-07-2016 00:00,7,0
501,City,206,Trip Completed,11-07-2016 09:37,11-07-2016 10:10,11-07-2016 00:00,9,0
826,City,206,Trip Completed,11-07-2016 17:32,11-07-2016 18:39,11-07-2016 00:00,17,0
2339,City,206,Trip Completed,12-07-2016 19:19,12-07-2016 20:12,12-07-2016 00:00,19,0
3025,City,206,Trip Completed,13-07-2016 07:32,13-07-2016 08:45,13-07-2016 00:00,7,0
4803,City,206,Trip Completed,14-07-2016 17:02,14-07-2016 18:17,14-07-2016 00:00,17,0
5893,City,206,Trip Completed,15-07-2016 09:42,15-07-2016 10:18,15-07-2016 00:00,9,0
876,Airport,207,Trip Completed,11-07-2016 17:58,11-07-2016 18:33,11-07-2016 00:00,17,0
1318,City,207,Trip Completed,11-07-2016 22:51,11-07-2016 23:45,11-07-2016 00:00,22,0
1477,Airport,207,Trip Completed,12-07-2016 05:16,12-07-2016 06:13,12-07-2016 00:00,5,0
2084,Airport,207,Trip Completed,12-07-2016 15:46,12-07-2016 16:40,12-07-2016 00:00,15,0
2354,Airport,207,Trip Completed,12-07-2016 19:25,12-07-2016 20:09,12-07-2016 00:00,19,0
3407,Airport,207,Trip Completed,13-07-2016 15:24,13-07-2016 16:34,13-07-2016 00:00,15,0
